,SalePrice,Fireplaces,OverallCond,OverallQual,TotalBsmtSF,CentralAir,PouredConcrete,ConcreteBlock,Deck,TotalSF,Location,BsmtLivArea,Age,FlatLandContour,HighQualKitchen,MultipleFloors,NearRailroad,ZoningHighDensity,ExterScore,Bathrooms,OffSiteFeatures,Pool,FlatRoof,HasGarage,ZoningFloatVillage
1343,81300,0,6,5,0.0,0,0,1,0,808.0,2,0.0,63,1,0,0,0,1,2.1771985454282605,1.0,0,0,0,1,0
1344,162900,1,7,5,1078.0,1,1,0,0,1573.0,2,0.0,78,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
1345,150000,1,5,7,989.0,1,0,0,0,2549.0,2,540.0,69,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
1346,123500,0,5,5,1100.0,1,0,0,0,2105.0,2,203.0,85,1,0,1,1,1,1.853432616936364,2.0,0,0,0,1,0
1348,128000,0,8,6,611.0,1,0,0,0,1362.0,2,0.0,88,1,0,1,1,1,1.853432616936364,2.0,0,0,0,1,0
1349,68500,0,6,4,520.0,0,0,0,1,520.0,2,0.0,81,1,0,0,1,1,1.853432616936364,1.0,0,0,0,1,0
1350,127000,0,5,5,672.0,1,0,1,0,1662.0,2,377.0,60,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
1351,207000,1,7,6,833.0,1,0,0,0,1848.0,2,0.0,85,0,0,1,0,0,1.853432616936364,1.5,0,0,0,1,0
1352,184000,0,6,7,1026.0,1,1,0,0,2149.0,2,329.0,83,1,0,1,0,0,2.1771985454282605,3.0,0,0,0,1,0
1353,162500,0,4,6,810.0,1,0,0,0,1716.0,2,0.0,93,1,0,1,0,0,2.1771985454282605,2.0,0,0,0,1,0
1354,145000,0,5,5,883.0,1,0,1,0,1904.0,2,399.0,68,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1355,130000,0,7,6,816.0,1,0,0,0,1654.0,2,816.0,90,1,0,0,1,0,2.1771985454282605,2.0,0,0,0,1,0
1356,160000,0,8,6,1242.0,1,1,0,1,2180.0,2,196.0,98,1,0,1,0,1,1.853432616936364,2.0,0,0,0,0,0
1357,161000,1,7,8,588.0,1,1,0,1,1666.0,2,0.0,83,1,0,1,0,1,2.1771985454282605,1.0,0,0,0,1,0
1358,127500,0,8,6,796.0,1,0,0,0,1609.0,2,0.0,98,1,0,1,0,1,2.1474775607565886,1.0,0,0,0,1,0
1359,93850,0,6,6,768.0,1,0,0,0,768.0,1,0.0,78,1,0,0,1,1,2.471243489248485,1.0,0,0,0,1,0
1361,141000,1,6,6,1272.0,1,0,0,0,1969.0,1,0.0,70,0,0,0,0,1,1.853432616936364,2.0,0,0,0,1,0
1362,120000,0,6,5,880.0,1,0,0,0,1308.0,1,0.0,93,1,0,1,0,1,1.5296666884444674,2.0,0,0,0,1,0
1363,127500,0,7,6,1040.0,1,0,1,0,1040.0,1,0.0,83,1,0,0,0,1,1.853432616936364,1.0,0,0,0,1,0
1365,89500,0,7,6,319.0,1,0,1,0,1406.0,1,0.0,88,1,0,1,1,1,1.5296666884444674,1.0,0,0,0,0,0
1366,125000,0,7,5,825.0,1,0,1,1,1650.0,2,825.0,53,0,0,0,1,1,2.1771985454282605,2.0,0,0,0,1,0
1369,82375,0,3,3,536.0,0,1,0,1,1344.0,1,0.0,93,1,0,1,0,1,1.2356217446242426,2.0,0,0,0,0,0
1370,135000,0,7,6,756.0,1,0,1,1,1469.0,1,0.0,102,1,0,1,0,1,1.853432616936364,1.0,0,0,0,1,0
1372,134000,1,5,5,952.0,1,0,1,0,1953.0,1,742.0,40,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
1373,135000,1,5,5,720.0,1,0,1,0,1271.0,1,0.0,60,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1374,134432,1,4,4,0.0,1,0,1,0,1588.0,2,0.0,49,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1375,127500,0,7,5,644.0,1,0,0,1,1887.0,1,532.0,68,1,0,1,0,0,2.1771985454282605,3.0,0,0,0,0,0
1377,129500,0,5,5,1040.0,1,0,1,0,1946.0,1,906.0,43,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1378,157500,1,5,6,1008.0,1,0,1,1,1624.0,1,528.0,30,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1380,145000,0,7,5,992.0,1,0,1,1,1750.0,1,758.0,41,1,0,0,0,0,1.5296666884444674,2.0,0,0,0,1,0
1381,130000,0,7,5,894.0,1,0,1,0,1596.0,1,702.0,41,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1382,153000,1,8,6,450.0,1,0,1,1,1484.0,1,450.0,30,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
1383,120000,0,5,5,1073.0,1,0,1,0,1294.0,1,221.0,41,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
1384,152000,0,5,5,1060.0,1,1,0,1,2186.0,1,1060.0,24,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1385,108959,0,4,4,1198.0,1,0,1,1,2456.0,1,1198.0,39,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
1386,95541,0,4,5,1300.0,1,1,0,0,2440.0,1,1300.0,88,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1387,80000,0,3,5,1006.0,1,0,1,0,1294.0,1,288.0,49,1,0,0,0,0,1.853432616936364,1.0,0,0,0,0,0
1388,149350,0,6,5,1228.0,1,0,1,0,1228.0,1,0.0,42,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
1389,144900,0,8,5,960.0,1,0,1,1,1594.0,1,634.0,45,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
1390,185000,1,8,6,988.0,1,0,1,1,1964.0,1,776.0,52,1,0,0,0,0,1.853432616936364,2.0,1,0,0,1,0
1391,165000,1,5,5,1383.0,1,1,0,1,2447.0,1,1064.0,54,1,0,0,0,0,1.853432616936364,2.0,1,0,0,1,0
1392,235000,1,7,6,1602.0,1,0,1,1,2761.0,2,1509.0,48,1,0,0,0,0,1.853432616936364,2.0,0,0,1,1,0
1393,140000,0,6,5,533.0,1,0,1,1,1601.0,1,0.0,50,1,0,1,0,0,2.1771985454282605,1.5,0,0,0,1,0
1394,108000,0,8,5,672.0,1,1,0,1,672.0,1,0.0,68,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
1396,152400,0,7,5,576.0,1,0,0,0,1686.0,1,336.0,67,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
1397,144000,0,8,5,864.0,1,1,0,1,1608.0,1,704.0,38,1,0,0,0,0,2.1771985454282605,1.0,0,0,0,1,0
1398,173000,1,5,6,1291.0,1,1,0,1,2294.0,2,1003.0,12,0,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1399,192000,1,5,7,1160.0,1,0,1,1,2414.0,2,392.0,31,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
1400,245000,2,6,7,1524.0,1,0,1,1,2123.0,2,599.0,29,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
1401,241500,2,7,7,1385.0,1,0,1,1,2652.0,2,1289.0,54,0,0,0,0,0,1.853432616936364,2.0,0,0,1,1,0
1402,256000,2,6,4,1364.0,1,0,1,1,2779.0,2,1116.0,54,0,0,0,0,0,1.853432616936364,2.0,0,0,1,1,0
1403,177000,1,7,6,1019.0,1,0,1,0,2076.0,1,719.0,49,1,1,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1404,125600,1,5,7,570.0,1,0,1,1,1079.0,1,0.0,60,1,0,1,0,0,1.853432616936364,1.0,0,0,0,1,0
1405,155000,2,5,6,1094.0,1,0,1,0,1594.0,1,500.0,55,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
1406,240000,1,8,6,907.0,1,0,0,1,2358.0,2,0.0,100,0,0,1,0,0,1.853432616936364,3.0,0,0,0,1,0
1407,260000,2,7,5,1580.0,1,1,0,0,2553.0,1,1035.0,68,1,0,0,0,0,1.853432616936364,2.0,0,0,1,0,0
1408,185000,1,7,6,1163.0,1,0,0,1,1674.0,1,0.0,90,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1409,235000,2,7,6,1127.0,1,0,1,0,2734.0,1,626.0,73,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1410,159900,1,6,5,1509.0,1,0,1,1,2379.0,1,870.0,52,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1411,99600,0,5,5,864.0,0,1,0,0,1728.0,1,864.0,33,1,0,0,0,0,1.853432616936364,2.0,0,0,0,0,0
1412,134500,0,8,6,621.0,1,0,1,0,1593.0,1,324.0,46,1,0,1,0,0,2.1474775607565886,1.5,0,0,0,1,0
1413,119000,0,8,5,861.0,1,0,0,0,1999.0,1,632.0,108,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1414,107500,0,7,5,1117.0,1,0,1,1,2316.0,1,969.0,98,1,0,1,0,0,1.853432616936364,2.0,0,0,0,0,0
1415,125000,0,5,5,1164.0,0,0,1,0,2204.0,1,1040.0,58,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1416,79000,0,5,6,572.0,0,0,0,0,1096.0,1,0.0,84,1,0,1,1,0,1.853432616936364,1.0,0,0,0,0,0
1417,95000,0,6,5,616.0,0,0,1,1,1727.0,1,616.0,67,1,0,1,1,0,1.853432616936364,1.5,0,0,0,1,0
1418,262280,1,5,7,1475.0,1,1,0,1,3414.0,3,1085.0,18,1,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
1419,260000,1,5,6,1077.0,1,1,0,1,3593.0,3,779.0,13,1,0,1,0,0,2.1474775607565886,3.0,0,0,0,1,0
1420,226500,1,5,7,1602.0,1,1,0,1,2897.0,3,1271.0,14,1,0,0,0,0,2.1474775607565886,3.5,0,0,0,1,0
1421,225000,1,5,7,812.0,1,1,0,1,2555.0,3,355.0,15,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1422,229000,1,5,7,672.0,1,1,0,1,2037.0,3,0.0,12,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1423,177439,1,5,7,628.0,1,1,0,1,1356.0,3,0.0,1,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1424,248500,1,5,8,1615.0,1,1,0,1,1615.0,3,0.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
1426,395039,2,5,9,1751.0,1,1,0,1,2919.0,3,1153.0,0,1,1,0,0,0,2.441522504576813,3.5,1,0,0,1,0
1427,228000,1,5,7,1080.0,1,1,0,1,2678.0,3,581.0,15,1,0,1,0,0,2.1474775607565886,3.0,0,0,0,1,0
1428,225000,1,5,8,1401.0,1,1,0,1,2281.0,3,770.0,13,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
1429,195000,1,6,6,1182.0,1,0,1,1,2628.0,2,985.0,42,0,0,0,0,0,1.853432616936364,3.0,0,0,1,1,0
1430,200000,0,5,6,616.0,1,1,0,1,2150.0,2,462.0,11,0,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
1431,155000,0,7,5,990.0,1,1,0,1,1712.0,3,722.0,14,0,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1432,144000,0,6,5,1099.0,1,1,0,1,1099.0,3,0.0,13,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
1433,145000,0,5,5,990.0,1,1,0,0,1676.0,3,686.0,14,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
1434,226001,1,5,7,1418.0,1,1,0,1,2726.0,3,1308.0,11,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
1435,215700,0,5,6,864.0,1,1,0,0,2459.0,3,688.0,11,1,0,1,0,0,1.853432616936364,3.5,1,0,0,1,0
1436,207500,0,5,7,782.0,1,1,0,0,2179.0,3,527.0,8,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1438,188000,0,5,7,880.0,1,1,0,1,1724.0,3,0.0,10,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
1439,191000,0,5,7,1468.0,1,1,0,1,1479.0,3,0.0,9,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
1440,221000,1,5,7,1494.0,1,1,0,1,2416.0,3,922.0,6,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
1441,231500,1,5,7,963.0,1,1,0,0,2153.0,3,361.0,7,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1442,235000,0,5,7,928.0,1,1,0,1,2486.0,3,663.0,8,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
1443,223500,1,5,7,920.0,1,1,0,0,2272.0,3,486.0,7,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
1444,130250,0,6,5,938.0,1,0,1,1,1709.0,3,771.0,33,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1445,149900,0,8,5,985.0,1,0,1,1,1580.0,3,595.0,31,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
1446,158000,0,6,5,864.0,1,0,1,1,1955.0,3,781.0,30,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1447,147000,0,6,6,940.0,1,0,1,0,1966.0,3,940.0,30,0,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1449,163000,0,6,5,864.0,1,0,1,1,2242.0,3,684.0,33,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
1450,110000,0,6,5,924.0,1,0,1,0,924.0,3,0.0,33,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
1451,127000,0,7,5,864.0,1,0,1,0,1254.0,3,390.0,36,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
1452,124900,0,7,5,780.0,1,0,1,1,1412.0,3,632.0,36,0,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
1453,230000,1,5,8,1777.0,1,1,0,1,1795.0,3,0.0,6,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
1454,237000,1,5,8,1128.0,1,1,0,0,2835.0,3,804.0,6,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
1455,235000,1,5,7,992.0,1,1,0,0,2600.0,3,735.0,8,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
1456,230500,1,5,7,1257.0,1,1,0,0,2161.0,3,0.0,7,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1457,230000,2,5,8,1004.0,1,1,0,1,2520.0,3,668.0,9,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1458,222500,1,5,7,1153.0,1,1,0,1,2283.0,3,252.0,10,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1459,287000,1,5,8,1055.0,1,1,0,0,2263.0,3,0.0,7,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1460,274000,1,5,9,1357.0,1,1,0,1,3141.0,3,1194.0,7,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
1461,300000,1,5,8,1778.0,1,1,0,1,3324.0,3,1538.0,6,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
1462,255900,1,5,8,1128.0,1,1,0,0,2290.0,3,0.0,6,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1463,224900,0,5,7,884.0,1,1,0,0,2318.0,3,550.0,5,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
1464,240000,1,5,7,1129.0,1,1,0,0,2327.0,3,0.0,5,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1465,183000,0,5,7,798.0,1,1,0,0,1640.0,3,0.0,5,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1466,207000,1,5,8,850.0,1,1,0,1,1764.0,3,0.0,9,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1467,210000,1,5,7,915.0,1,1,0,1,2550.0,3,642.0,14,1,0,1,0,0,2.471243489248485,3.5,0,0,0,1,0
1468,136500,0,5,6,848.0,1,1,0,1,1534.0,3,686.0,5,1,0,0,0,1,2.1474775607565886,2.0,0,0,0,1,0
1469,145000,0,5,6,848.0,1,1,0,1,1510.0,3,662.0,4,1,0,0,0,1,2.1474775607565886,2.0,0,0,0,1,0
1470,208900,1,5,6,1478.0,1,1,0,1,2487.0,3,994.0,11,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
1472,214000,0,5,7,1536.0,1,1,0,1,2346.0,3,810.0,6,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
1473,208500,0,5,7,856.0,1,1,0,0,2416.0,3,706.0,5,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
1474,186500,0,5,7,1445.0,1,1,0,0,1469.0,3,24.0,4,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
1475,210000,0,5,7,1436.0,1,1,0,1,2382.0,3,946.0,4,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
1476,185900,0,5,7,770.0,1,1,0,0,2072.0,3,490.0,4,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1477,179900,0,5,8,1234.0,1,1,0,0,1234.0,3,0.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
1478,218836,0,6,7,1564.0,1,1,0,0,1620.0,3,56.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
1479,193000,0,5,7,1351.0,1,1,0,0,1385.0,3,24.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
1480,189000,1,5,7,728.0,1,1,0,1,2104.0,3,648.0,3,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
1481,149300,1,5,6,848.0,1,1,0,1,1545.0,3,697.0,4,1,0,0,0,1,2.1474775607565886,2.0,0,0,0,1,0
1482,141000,1,5,6,848.0,1,1,0,1,1545.0,3,697.0,4,1,0,0,0,1,2.1474775607565886,2.0,0,0,0,1,0
1483,149000,1,5,6,848.0,1,1,0,1,1510.0,3,662.0,4,1,0,0,0,1,2.1474775607565886,2.0,0,0,0,1,0
1484,144500,1,5,6,848.0,1,1,0,1,1510.0,3,662.0,4,1,0,0,0,1,2.1474775607565886,2.0,0,0,0,1,0
1485,85000,0,7,5,796.0,1,0,1,1,796.0,1,0.0,98,1,0,0,0,0,1.853432616936364,1.0,0,0,0,0,0
1486,145900,0,7,5,1272.0,1,0,1,0,3284.0,1,1084.0,108,1,0,1,0,0,1.853432616936364,5.0,0,0,0,0,0
1488,147500,0,6,5,1256.0,1,0,1,1,2376.0,1,1120.0,43,1,0,0,0,0,2.1474775607565886,2.5,0,0,0,1,0
1490,135000,1,6,6,1127.0,1,0,1,0,2160.0,1,1033.0,32,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1491,108000,1,6,5,996.0,1,0,1,1,1286.0,1,290.0,68,1,0,0,0,0,1.853432616936364,2.0,0,0,0,0,0
1492,137500,0,5,4,1138.0,1,0,1,0,2281.0,1,1100.0,36,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
1493,165400,1,5,7,746.0,1,1,0,1,1656.0,1,0.0,5,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
1494,147000,1,6,6,1029.0,1,0,1,1,1605.0,1,488.0,31,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1495,160500,1,7,6,684.0,1,0,1,0,1686.0,1,288.0,32,1,0,1,0,0,1.853432616936364,1.5,0,0,0,1,0
1496,176000,0,5,4,1132.0,1,1,0,1,2156.0,1,1024.0,3,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
1499,148000,0,5,6,547.0,1,1,0,0,1531.0,1,459.0,3,1,0,0,0,1,1.853432616936364,2.0,0,0,0,1,0
1500,82000,0,5,4,0.0,0,1,0,0,1152.0,1,0.0,53,1,0,0,0,0,1.853432616936364,2.0,0,0,0,0,0
1501,82000,0,5,4,0.0,0,1,0,0,1152.0,1,0.0,53,1,0,0,0,0,1.5296666884444674,2.0,0,0,0,0,0
1502,118000,0,4,4,1440.0,0,0,1,0,1573.0,1,133.0,53,1,0,0,0,0,1.853432616936364,2.0,0,0,0,0,0
1503,82500,0,5,4,0.0,0,0,0,0,1152.0,1,0.0,53,1,0,0,0,0,1.853432616936364,2.0,0,0,0,0,0
1504,91900,0,5,4,784.0,0,0,1,1,1568.0,1,784.0,53,1,0,0,0,0,1.853432616936364,2.0,0,0,0,0,0
1506,96000,0,8,5,0.0,1,0,0,0,1137.0,1,0.0,61,1,0,1,0,0,2.1771985454282605,1.5,0,0,0,0,0
1507,99000,0,5,4,911.0,1,0,1,1,1697.0,1,767.0,55,0,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
1508,130500,0,6,5,768.0,1,0,1,0,1552.0,1,352.0,62,1,0,1,0,0,1.853432616936364,1.0,0,0,0,1,0
1509,135000,0,6,4,941.0,1,1,0,0,1470.0,1,0.0,54,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1510,135500,0,7,5,816.0,1,1,0,1,1393.0,1,0.0,53,1,0,1,0,0,2.1771985454282605,1.5,0,0,0,1,0
1512,108000,0,7,4,949.0,1,1,0,0,1516.0,1,224.0,85,1,0,1,0,0,1.853432616936364,1.5,0,0,0,1,0
1513,98000,0,6,5,864.0,0,0,1,0,1332.0,1,468.0,83,1,0,0,0,0,1.853432616936364,2.0,0,0,0,0,0
1514,67000,0,3,3,864.0,0,0,0,0,905.0,1,41.0,94,1,0,0,0,0,1.853432616936364,2.0,0,0,0,0,0
1515,135900,0,6,5,780.0,0,1,0,0,1926.0,1,210.0,96,0,0,1,0,0,1.5296666884444674,3.0,0,0,0,0,0
1516,140000,0,8,6,672.0,0,0,0,0,1638.0,1,156.0,83,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
1517,179500,1,8,5,720.0,1,1,0,1,2570.0,1,378.0,69,0,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
1518,136500,1,5,6,1181.0,1,1,0,1,2117.0,1,423.0,83,0,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1519,168000,1,8,7,1228.0,1,0,0,0,1424.0,1,0.0,87,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
1521,189000,0,6,5,612.0,1,0,0,1,2601.0,1,0.0,87,1,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
1523,145000,1,6,6,644.0,1,0,0,0,1695.0,3,379.0,82,0,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1524,191000,1,7,6,588.0,1,0,0,1,2555.0,3,0.0,86,0,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1525,177000,0,7,6,840.0,1,0,0,0,1680.0,3,0.0,93,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1526,147500,0,6,6,676.0,1,0,0,1,1264.0,3,0.0,94,1,0,1,0,0,1.853432616936364,1.0,0,0,0,1,0
1527,91000,0,5,6,768.0,0,0,0,0,1174.0,1,384.0,78,0,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
1528,231000,1,9,8,798.0,1,1,0,1,1918.0,3,406.0,83,1,0,1,0,0,2.471243489248485,3.0,0,0,0,1,0
1529,115000,0,5,6,1064.0,1,0,0,0,1639.0,1,0.0,72,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
1530,138000,1,3,6,784.0,1,0,0,0,1603.0,3,0.0,85,0,0,1,0,0,1.853432616936364,1.0,0,0,0,1,0
1531,149000,1,6,7,776.0,1,0,0,0,1502.0,3,0.0,77,0,0,1,0,0,1.5296666884444674,1.5,0,0,0,1,0
1532,188700,1,7,6,715.0,1,0,1,0,1986.0,3,326.0,74,0,0,1,0,0,1.853432616936364,1.5,0,0,0,1,0
1533,198000,1,6,5,942.0,1,0,1,0,2544.0,3,606.0,71,0,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
1534,110000,0,4,5,884.0,1,0,0,1,1374.0,3,0.0,70,0,0,1,0,0,1.853432616936364,1.0,0,0,0,1,0
1535,104000,1,5,6,1091.0,0,1,0,1,1591.0,3,500.0,57,1,0,0,0,0,1.5296666884444674,1.5,0,0,0,1,0
1536,257076,2,6,8,608.0,1,1,0,0,2083.0,3,210.0,73,0,0,1,0,0,1.853432616936364,1.5,0,0,0,1,0
1538,311500,2,9,7,798.0,1,0,1,0,2295.0,3,341.0,69,1,0,1,0,0,2.471243489248485,2.0,0,0,0,1,0
1539,263400,2,9,7,832.0,1,0,1,0,2596.0,3,435.0,58,0,0,1,0,0,2.1771985454282605,3.5,0,0,0,1,0
1540,236500,2,5,5,1898.0,1,1,0,0,3014.0,3,1116.0,52,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
1541,224000,1,7,6,1296.0,1,0,1,1,2368.0,3,728.0,54,0,0,0,0,0,2.1474775607565886,2.0,1,0,0,1,0
1542,116500,1,6,6,516.0,1,0,1,1,1398.0,3,366.0,28,1,0,1,0,1,1.853432616936364,1.0,0,0,0,1,0
1543,151000,1,6,6,716.0,1,0,1,1,2249.0,3,693.0,28,1,0,1,0,1,2.1771985454282605,3.5,0,0,0,1,0
1544,126000,0,8,6,894.0,1,0,0,0,1258.0,1,339.0,82,1,0,0,0,1,2.1771985454282605,2.0,0,0,0,1,0
1545,120000,0,8,6,720.0,1,0,1,0,1090.0,1,0.0,68,1,0,1,0,1,1.853432616936364,1.0,0,0,0,1,0
1546,55000,0,4,4,796.0,0,0,0,0,796.0,1,0.0,86,1,0,0,0,1,1.853432616936364,1.0,0,0,0,0,0
1547,120500,0,8,6,816.0,1,0,0,0,1354.0,1,538.0,78,1,0,0,0,1,2.471243489248485,1.0,0,0,0,1,0
1548,120500,1,6,5,740.0,1,0,1,0,1306.0,1,528.0,68,1,0,0,0,1,1.853432616936364,1.0,0,0,0,1,0
1549,119000,0,7,5,780.0,1,0,1,0,1200.0,1,0.0,78,1,0,1,0,1,1.853432616936364,1.0,0,0,0,0,0
1550,126000,1,5,5,624.0,1,0,1,0,1913.0,1,257.0,41,1,0,1,0,1,1.5593876731161394,1.5,0,0,0,1,0
1551,99500,0,7,5,520.0,1,0,0,0,912.0,1,0.0,78,1,0,0,0,1,1.853432616936364,1.0,0,0,0,1,0
1552,165500,0,5,5,1151.0,1,0,1,0,2285.0,1,330.0,50,1,0,1,0,1,1.853432616936364,2.0,0,0,0,1,0
1559,392500,1,5,8,1600.0,1,1,0,1,3132.0,3,1480.0,0,0,0,0,0,1,2.441522504576813,3.5,0,0,0,1,0
1560,294464,1,5,8,1596.0,1,1,0,1,3124.0,3,1476.0,1,0,1,0,0,1,2.441522504576813,3.5,0,0,0,1,0
1561,250000,1,5,7,1594.0,1,1,0,1,3120.0,3,1474.0,4,0,1,0,0,1,2.1474775607565886,3.5,0,0,0,1,0
1562,275000,1,5,8,1594.0,1,1,0,1,3019.0,3,1373.0,4,0,0,0,0,1,2.1474775607565886,3.5,0,0,0,1,0
1563,300000,0,5,7,1840.0,1,1,0,0,2732.0,2,700.0,12,1,0,0,0,0,2.1474775607565886,4.0,0,0,0,1,0
1564,271000,2,5,8,1568.0,1,1,0,1,2907.0,2,1218.0,6,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
1565,213000,1,5,7,910.0,1,1,0,1,1820.0,2,0.0,12,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
1566,171000,1,6,6,1096.0,1,0,1,1,1640.0,2,522.0,31,1,0,0,0,0,1.853432616936364,2.0,0,1,0,1,0
1567,171500,2,6,6,1196.0,1,0,1,1,2199.0,2,920.0,31,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
