Id,OverallCond,MSZoning,LotArea,LandContour,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,Bathrooms,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageArea,WoodDeckSF,ScreenPorch,Pool,YrSold,SaleCondition,SalePrice
748,7,RM,11700,Lvl,Corner,Gtl,1Fam,2Story,7,1880,2003,None,0,Gd,Stone,0,1240,1240,N,1320,1320,2,Gd,1,Gd,Detchd,4,864,181,0,1,2009,Normal,265979
749,5,RL,10593,Lvl,Inside,Gtl,1Fam,1Story,7,1996,1996,BrkFace,338,Gd,PConc,0,801,1720,Y,1720,0,2,Gd,1,TA,Attchd,2,527,240,0,1,2010,Normal,260400
750,3,RL,8405,Lvl,Inside,Gtl,1Fam,1.5Fin,4,1945,1950,None,0,TA,Slab,0,0,0,N,1088,441,2,TA,0,NA,Detchd,1,240,92,0,1,2009,Normal,98000
751,7,RM,8800,Lvl,Corner,Gtl,1Fam,1.5Fin,4,1910,2004,None,0,TA,BrkTil,0,576,576,Y,792,348,1,TA,0,NA,NA,0,0,0,0,1,2010,Normal,96500
752,5,RL,7750,Lvl,Inside,Gtl,1Fam,2Story,7,2003,2003,None,0,Gd,PConc,0,660,660,Y,660,660,3,Gd,0,NA,Attchd,2,400,0,0,1,2007,Normal,162000
753,5,RL,9236,Lvl,Inside,Gtl,1Fam,1Story,6,1997,1997,None,0,TA,PConc,0,279,1479,Y,1494,0,2,Gd,0,NA,Attchd,2,576,168,0,1,2006,Normal,217000
754,5,RL,10240,Lvl,Inside,Gtl,1Fam,2Story,8,2005,2005,BrkFace,178,Gd,PConc,0,1030,1030,Y,1038,1060,3,Other,1,Gd,Attchd,3,878,192,0,1,2006,Normal,275500
755,8,RL,7930,Lvl,Inside,Gtl,1Fam,1Story,6,1969,2005,None,0,TA,CBlock,472,115,1026,Y,1026,0,1,Gd,0,NA,Detchd,2,440,171,0,1,2009,Normal,156000
756,5,FV,3230,Lvl,Inside,Gtl,TwnhsE,2Story,6,1999,1999,BrkFace,894,TA,PConc,0,348,729,Y,742,729,3,TA,0,NA,Detchd,2,440,0,0,1,2009,Normal,172500
757,5,RL,10769,Lvl,Inside,Gtl,1Fam,2Story,8,2007,2007,None,0,Gd,PConc,0,846,866,Y,866,902,3,Gd,0,NA,Attchd,2,578,144,0,1,2009,Normal,212000
758,5,RL,11616,Lvl,CulDSac,Gtl,1Fam,2Story,6,1978,1978,BrkCmn,328,TA,CBlock,0,234,672,Y,672,714,3,TA,1,TA,Attchd,2,440,335,0,1,2010,Other,158900
759,5,FV,2280,Lvl,Inside,Gtl,Twnhs,2Story,7,1999,1999,BrkFace,360,TA,PConc,0,195,744,Y,757,744,3,TA,0,NA,Detchd,2,440,0,0,1,2008,Normal,179400
760,5,RL,12257,Lvl,Inside,Gtl,1Fam,2Story,8,1995,1995,BrkFace,513,Gd,PConc,64,1198,1318,Y,1328,1203,3,Gd,1,TA,Attchd,3,752,222,0,1,2007,Normal,290000
761,6,RL,9100,Lvl,Inside,Gtl,1Fam,1Story,6,1959,1959,None,0,TA,CBlock,0,252,864,Y,864,0,1,TA,0,NA,Detchd,1,300,0,0,1,2009,Normal,127500
762,5,RM,6911,Lvl,FR2,Gtl,1Fam,1Story,5,1924,1950,None,0,TA,PConc,0,740,1145,Y,1301,0,1,Other,0,NA,Detchd,2,440,0,0,1,2009,Normal,100000
763,5,FV,8640,Lvl,Inside,Gtl,1Fam,2Story,7,2009,2009,None,0,TA,PConc,0,732,756,Y,764,783,3,Gd,0,NA,Attchd,2,614,169,0,1,2010,Normal,215200
764,5,RL,9430,Lvl,Inside,Gtl,1Fam,2Story,8,1999,1999,BrkFace,673,Gd,PConc,0,89,1252,Y,1268,1097,3,Gd,1,Gd,Attchd,3,856,0,1,1,2009,Normal,337000
765,5,RL,9549,Lvl,CulDSac,Gtl,TwnhsE,1Story,8,1995,1996,None,0,Gd,PConc,1057,0,1494,Y,1494,0,2,Other,1,Gd,Attchd,2,481,0,1,1,2006,Normal,270000
766,5,RL,14587,Lvl,Inside,Gtl,1Fam,1Story,9,2008,2008,Stone,284,Gd,PConc,0,1498,1498,Y,1506,0,2,Other,1,Gd,Attchd,2,592,0,0,1,2008,Other,264132
767,5,RL,10421,Lvl,Inside,Gtl,1Fam,2Story,7,1988,1988,BrkFace,42,TA,CBlock,0,586,980,Y,980,734,3,TA,1,TA,Attchd,2,496,228,0,1,2010,Normal,196500
768,7,RL,12508,Lvl,Inside,Gtl,1Fam,1.5Fin,6,1940,1985,None,0,TA,CBlock,0,323,983,Y,983,767,2,TA,0,NA,Attchd,1,423,245,0,1,2008,Normal,160000
769,5,RL,9100,Lvl,Inside,Gtl,1Fam,1Story,7,2004,2005,None,0,Gd,PConc,0,1836,1860,Y,1836,0,2,Gd,1,Gd,Attchd,2,484,120,0,1,2006,Normal,216837
770,5,RL,53504,HLS,CulDSac,Mod,1Fam,2Story,8,2003,2003,BrkFace,603,Ex,PConc,0,234,1650,Y,1690,1589,4,Other,1,Gd,BuiltIn,3,841,503,1,1,2010,Normal,538000
771,5,RL,7252,Lvl,CulDSac,Gtl,1Fam,SFoyer,5,1982,1982,None,0,TA,CBlock,0,173,858,Y,858,0,1,TA,0,NA,Detchd,2,576,120,0,1,2009,Normal,134900
772,5,RL,8877,Lvl,Inside,Gtl,1Fam,1Story,4,1951,1951,None,0,TA,CBlock,0,0,836,Y,1220,0,1,TA,0,NA,Detchd,2,396,0,0,1,2006,Normal,102000
773,5,RL,7819,Lvl,Inside,Gtl,1Fam,SLvl,6,1976,1976,None,0,TA,CBlock,127,480,1029,Y,1117,0,1,TA,1,TA,Detchd,2,672,144,0,1,2010,Other,107000
774,5,RL,10150,Lvl,Inside,Gtl,1Fam,1Story,5,1958,1958,None,1,TA,CBlock,0,456,912,Y,912,0,1,TA,0,NA,Attchd,1,275,0,0,1,2007,Normal,114500
775,5,RL,14226,Lvl,Corner,Gtl,1Fam,1Story,8,2006,2006,BrkFace,375,Gd,PConc,0,1935,1935,Y,1973,0,2,Gd,1,Gd,Attchd,3,895,315,0,1,2007,Other,395000
776,5,RM,4500,Lvl,FR2,Gtl,TwnhsE,1Story,6,1998,1998,BrkFace,320,TA,PConc,0,338,1204,Y,1204,0,2,TA,0,NA,Attchd,2,412,0,0,1,2009,Normal,162000
777,5,RL,11210,Lvl,Inside,Gtl,1Fam,1Story,7,2005,2006,BrkFace,240,Gd,PConc,0,1594,1614,Y,1614,0,2,Gd,0,NA,Attchd,3,865,144,0,1,2006,Other,221500
778,5,RL,13350,Lvl,Inside,Gtl,1Fam,1Story,5,1974,1974,None,0,TA,CBlock,0,102,864,Y,894,0,1,TA,1,Fa,Attchd,2,440,241,0,1,2006,Normal,142500
779,5,RH,8400,Lvl,Inside,Gtl,Duplex,1Story,5,1977,1977,BrkFace,320,TA,Slab,0,0,0,Y,2020,0,2,TA,2,TA,Detchd,2,630,0,0,1,2007,Normal,144000
780,5,RL,10530,Lvl,Inside,Gtl,Duplex,SFoyer,6,1977,1977,BrkFace,90,TA,CBlock,0,0,975,Y,1004,0,1,TA,0,NA,Attchd,2,504,0,0,1,2006,Normal,135000
781,5,RL,7875,Lvl,Inside,Gtl,1Fam,1Story,7,1995,1996,BrkFace,38,TA,PConc,0,1237,1237,Y,1253,0,2,TA,1,TA,Attchd,2,402,220,0,1,2007,Normal,176000
782,5,RL,7153,Lvl,Inside,Gtl,1Fam,2Story,6,1992,1992,None,0,Gd,PConc,0,374,761,Y,810,793,3,Gd,0,NA,Attchd,2,484,0,0,1,2006,Normal,175900
783,5,RL,16285,Lvl,Inside,Gtl,1Fam,1Story,7,2001,2002,None,0,Gd,PConc,0,1413,1413,Y,1430,0,2,Gd,0,NA,Attchd,2,605,0,0,1,2009,Normal,187100
784,6,RL,9101,Lvl,Corner,Gtl,1Fam,SFoyer,5,1978,1978,BrkFace,104,TA,PConc,0,0,1097,Y,1110,0,1,Gd,1,TA,Attchd,2,602,303,0,1,2009,Normal,165500
785,6,RM,6300,Lvl,Inside,Gtl,1Fam,2.5Unf,6,1914,2001,None,0,TA,CBlock,0,742,742,Y,742,742,2,TA,1,Gd,NA,0,0,0,0,1,2008,Normal,128000
786,5,RL,9790,Lvl,Inside,Gtl,1Fam,1Story,6,1967,1967,None,0,TA,CBlock,630,491,1372,Y,1342,0,2,TA,1,Gd,Attchd,2,457,0,1,1,2009,Normal,161500
787,6,RM,10800,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1915,1950,None,0,TA,PConc,0,0,686,Y,966,686,2,TA,0,NA,Detchd,1,416,0,0,1,2010,Normal,139000
788,5,RL,10142,Lvl,Inside,Gtl,1Fam,2Story,7,2004,2004,None,0,Gd,PConc,0,300,956,Y,956,1128,3,Gd,0,NA,BuiltIn,2,618,0,0,1,2010,Normal,233000
789,7,RM,6000,Lvl,Corner,Gtl,1Fam,1Story,4,1954,2000,None,0,TA,CBlock,0,901,901,Y,901,0,1,TA,0,NA,Detchd,1,281,0,0,1,2008,Normal,107900
790,8,RL,12205,Low,Inside,Gtl,1Fam,2Story,6,1966,2007,BrkFace,157,TA,CBlock,0,264,832,Y,976,1111,3,Gd,0,NA,Attchd,2,444,133,0,1,2007,Normal,187500
791,5,RL,3182,Lvl,Inside,Gtl,TwnhsE,1Story,7,2005,2006,BrkFace,11,Gd,PConc,0,1129,1145,Y,1145,0,2,Gd,1,Gd,Attchd,2,397,100,0,1,2009,Normal,160200
792,5,RL,11333,Lvl,Corner,Gtl,1Fam,SLvl,6,1976,1976,None,0,TA,PConc,0,490,1029,Y,1062,0,1,TA,2,TA,Attchd,2,539,120,0,1,2007,Normal,146800
793,5,RL,9920,Lvl,CulDSac,Gtl,1Fam,2Story,7,1996,1997,None,0,Gd,PConc,0,255,1117,Y,1127,886,3,TA,1,TA,Attchd,2,455,180,0,1,2007,Normal,269790
794,5,RL,9158,Lvl,Inside,Gtl,1Fam,1Story,8,2007,2007,Stone,140,Gd,PConc,0,1496,1496,Y,1496,0,2,Gd,0,NA,Attchd,2,474,168,0,1,2007,Other,225000
795,5,RL,10832,Lvl,Corner,Gtl,1Fam,2Story,7,1994,1996,None,0,Gd,PConc,0,712,712,Y,1086,809,3,Gd,1,TA,Attchd,2,409,143,0,1,2008,Normal,194500
796,6,RL,8400,Lvl,Inside,Gtl,1Fam,2Story,6,1980,1981,BrkFace,130,TA,CBlock,0,650,650,Y,888,676,3,TA,1,TA,Attchd,2,476,0,1,1,2010,Normal,171000
797,5,RL,8197,Lvl,Inside,Gtl,1Fam,1Story,6,1977,1977,BrkFace,148,TA,CBlock,0,660,660,Y,1285,0,2,TA,1,TA,Attchd,2,528,138,0,1,2007,Normal,143500
798,5,RL,7677,Lvl,Inside,Gtl,1Fam,1Story,5,1953,1953,None,0,TA,CBlock,0,203,773,Y,773,0,1,TA,0,NA,Attchd,1,240,0,0,1,2008,Other,110000
799,5,RL,13518,Lvl,Inside,Gtl,1Fam,2Story,9,2008,2009,Stone,860,Ex,PConc,0,1926,1926,Y,1966,1174,4,Other,2,Gd,BuiltIn,3,820,144,0,1,2009,Other,485000
800,7,RL,7200,Lvl,Corner,Gtl,1Fam,1.5Fin,5,1937,1950,BrkFace,252,TA,BrkTil,0,162,731,Y,981,787,2,Gd,2,TA,Detchd,1,240,0,0,1,2007,Normal,175000
801,5,RL,12798,HLS,Inside,Mod,1Fam,2Story,6,1997,1997,None,0,TA,PConc,0,154,616,Y,616,1072,3,Gd,0,NA,Attchd,2,603,403,0,1,2008,Normal,200000
802,7,RM,4800,Lvl,Inside,Gtl,1Fam,1Story,4,1916,1990,None,0,TA,CBlock,0,999,1196,Y,1196,0,1,TA,0,NA,Detchd,2,440,0,0,1,2007,Normal,109900
803,5,RL,8199,Lvl,Inside,Gtl,1Fam,2Story,7,2005,2005,None,0,Gd,PConc,0,80,728,Y,728,728,3,Gd,1,Gd,Attchd,2,410,36,0,1,2008,Normal,189000
804,5,RL,13891,Lvl,Inside,Gtl,1Fam,2Story,9,2008,2009,Stone,424,Ex,PConc,0,1734,1734,Y,1734,1088,4,Other,1,Gd,BuiltIn,3,1020,52,1,1,2009,Other,582933
805,5,RL,9000,Lvl,Inside,Gtl,1Fam,1Story,5,1954,1954,None,0,TA,CBlock,0,124,936,Y,1128,0,1,TA,0,NA,Attchd,1,286,0,0,1,2006,Other,118000
806,5,RL,12274,Lvl,FR2,Gtl,1Fam,1Story,7,2008,2008,Stone,256,Gd,PConc,0,1417,1417,Y,1428,0,2,Other,0,NA,Attchd,2,554,0,0,1,2008,Other,227680
807,5,RL,9750,Lvl,Inside,Gtl,1Fam,SLvl,5,1967,1967,None,0,TA,PConc,480,100,980,Y,980,0,2,TA,0,NA,Attchd,1,384,68,0,1,2006,Normal,135500
808,6,RL,21384,Lvl,Inside,Gtl,1Fam,2Story,5,1923,2004,None,0,TA,CBlock,0,15,1324,Y,1072,504,2,Gd,1,TA,Attchd,2,528,0,0,1,2009,Normal,223500
809,5,RL,13400,Lvl,Inside,Gtl,1Fam,SLvl,5,1966,1966,BrkFace,1047,TA,CBlock,128,380,1024,Y,1086,0,1,TA,1,Gd,Attchd,2,484,0,0,1,2006,Normal,159950
810,5,RM,8100,Lvl,Corner,Gtl,1Fam,2.5Unf,5,1898,1965,None,0,TA,PConc,0,849,849,N,1075,1063,2,TA,0,NA,Detchd,2,360,40,0,1,2009,Normal,106000
811,6,RL,10140,Lvl,Inside,Gtl,1Fam,1Story,6,1974,1999,BrkFace,99,TA,CBlock,377,0,1040,Y,1309,0,2,Gd,1,Fa,Attchd,2,484,265,0,0,2006,Normal,181000
812,5,RM,4438,Lvl,Inside,Gtl,TwnhsE,1Story,6,2004,2004,BrkFace,169,Gd,PConc,0,186,848,Y,848,0,1,Gd,1,Gd,Attchd,2,420,140,0,1,2008,Normal,144500
813,5,C (all),8712,Bnk,Inside,Mod,1Fam,1Story,5,1952,1952,None,0,Fa,CBlock,0,540,540,N,1044,0,1,Other,0,NA,Basment,2,504,0,0,1,2010,Other,55993
814,6,RL,9750,Lvl,Inside,Gtl,1Fam,1Story,6,1958,1958,BrkFace,243,TA,CBlock,0,834,1442,Y,1442,0,2,TA,0,NA,Attchd,1,301,0,0,1,2007,Normal,157900
815,7,RL,8248,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1918,1950,None,0,TA,BrkTil,0,686,686,Y,686,564,2,Other,0,NA,Detchd,1,280,207,0,1,2006,Normal,116000
816,5,RL,12137,Lvl,CulDSac,Gtl,1Fam,1Story,7,1998,1998,BrkFace,442,TA,PConc,0,1649,1649,Y,1661,0,2,Gd,0,NA,Attchd,2,598,0,0,1,2010,Normal,224900
817,6,RL,11425,Lvl,Corner,Gtl,1Fam,1Story,5,1954,1954,None,0,TA,CBlock,0,522,1008,Y,1008,0,1,TA,1,Gd,Attchd,1,275,0,0,1,2006,Normal,137000
818,5,RL,13265,Lvl,CulDSac,Gtl,1Fam,1Story,8,2002,2002,BrkFace,148,Gd,PConc,0,350,1568,Y,1689,0,2,Gd,2,Gd,Attchd,3,857,150,0,1,2008,Normal,271000
819,7,RL,8816,Lvl,Inside,Gtl,1Fam,SLvl,6,1971,1971,BrkFace,80,TA,CBlock,0,506,1010,Y,1052,0,1,TA,0,NA,Attchd,2,440,0,0,1,2010,Normal,155000
820,5,RL,6371,Lvl,Inside,Gtl,TwnhsE,1Story,7,2009,2010,Stone,128,Gd,PConc,0,625,1358,Y,1358,0,2,Gd,1,Gd,Attchd,2,484,192,0,1,2010,Other,224000
821,5,RL,7226,Lvl,CulDSac,Gtl,1Fam,2Story,7,2003,2003,None,0,Gd,PConc,0,798,798,Y,798,842,3,Gd,0,NA,Attchd,2,595,0,0,1,2008,Normal,183000
822,4,RM,6000,Bnk,Inside,Mod,2fmCon,1Story,4,1953,1953,None,0,Fa,CBlock,0,936,936,N,936,0,1,TA,0,NA,Detchd,2,576,0,0,1,2009,Normal,93000
823,5,RL,12394,Lvl,Corner,Gtl,1Fam,2Story,7,2003,2003,None,0,Gd,PConc,0,847,847,Y,847,886,3,Gd,1,Gd,BuiltIn,2,433,100,0,1,2007,Other,225000
824,7,RL,9900,Lvl,Inside,Gtl,1Fam,1.5Fin,6,1940,1950,None,0,TA,BrkTil,0,778,778,Y,944,545,2,TA,1,Gd,Detchd,1,240,335,0,1,2009,Normal,139500
825,5,FV,11216,Lvl,Inside,Gtl,1Fam,1Story,8,2006,2006,None,0,Gd,PConc,0,1489,1489,Y,1489,0,2,Gd,1,Gd,Attchd,2,776,0,0,1,2006,Other,232600
826,5,RL,14803,Lvl,Inside,Gtl,1Fam,1Story,10,2007,2008,BrkFace,816,Ex,PConc,0,442,2078,Y,2084,0,2,Other,1,Gd,Attchd,3,1220,188,0,1,2008,Other,385000
827,6,RM,6130,Lvl,Inside,Gtl,1Fam,1.5Unf,5,1924,1950,None,0,TA,BrkTil,0,0,784,Y,784,0,1,Gd,0,NA,NA,0,0,0,0,1,2008,Normal,109500
828,5,RL,8529,Lvl,Inside,Gtl,1Fam,1Story,7,2001,2001,None,0,Gd,PConc,0,1434,1454,Y,1434,0,2,Gd,1,TA,Attchd,2,527,290,0,1,2009,Normal,189000
829,5,RL,28698,Low,CulDSac,Sev,1Fam,2Story,5,1967,1967,None,0,TA,PConc,764,0,1013,Y,1160,966,3,TA,0,NA,Attchd,2,538,486,1,1,2009,Other,185000
830,5,FV,2544,Lvl,Inside,Gtl,Twnhs,2Story,7,2005,2005,None,0,Gd,PConc,0,600,600,Y,520,623,3,Gd,0,NA,Detchd,2,480,0,0,1,2006,Normal,147400
831,5,RL,11900,Lvl,Corner,Gtl,1Fam,1Story,6,1957,1957,BrkFace,387,TA,CBlock,0,352,1392,Y,1392,0,2,TA,2,Gd,Attchd,2,458,0,1,1,2008,Normal,166000
832,5,FV,3180,Lvl,Inside,Gtl,TwnhsE,2Story,7,2005,2005,None,0,TA,PConc,0,600,600,Y,520,600,3,Gd,0,NA,Detchd,2,480,0,0,1,2006,Normal,151000
833,6,RL,9548,Lvl,CulDSac,Gtl,1Fam,2Story,7,2003,2003,BrkFace,223,Gd,PConc,0,458,941,Y,941,888,3,Gd,1,TA,Attchd,2,613,192,0,1,2010,Normal,237000
834,6,RL,10004,Lvl,Inside,Gtl,1Fam,1Story,6,1964,1964,BrkFace,180,TA,CBlock,345,975,1516,Y,1516,0,2,TA,0,NA,Attchd,2,472,0,1,1,2009,Normal,167000
835,6,RL,7875,Lvl,Inside,Gtl,1Fam,1Story,5,1961,1961,BrkFace,136,TA,CBlock,0,572,1144,Y,1144,0,1,TA,0,NA,Attchd,2,456,0,0,1,2008,Normal,139950
836,7,RL,9600,Lvl,Inside,Gtl,1Fam,1Story,4,1950,1995,None,0,TA,CBlock,0,625,1067,Y,1067,0,2,Gd,0,NA,Attchd,2,436,290,0,1,2010,Normal,128000
837,6,RM,8100,Lvl,Inside,Gtl,1Fam,1Story,5,1948,1973,None,0,TA,BrkTil,0,1221,1559,Y,1559,0,1,TA,0,NA,Detchd,2,812,0,0,1,2007,Normal,153500
838,5,RM,1680,Lvl,Inside,Gtl,Twnhs,2Story,6,1973,1973,BrkFace,158,TA,CBlock,0,153,483,Y,483,504,2,TA,0,NA,Detchd,1,264,0,0,1,2008,Normal,100000
839,6,RL,9525,Lvl,Inside,Gtl,1Fam,1Story,5,1995,2006,None,0,TA,PConc,0,1099,1099,Y,1099,0,2,Gd,0,NA,Attchd,1,352,278,0,1,2008,Normal,144000
840,6,RL,11767,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1946,1995,None,0,TA,CBlock,0,416,768,Y,768,432,1,TA,0,NA,Detchd,1,240,0,0,1,2008,Normal,130500
841,8,RH,12155,Lvl,Inside,Gtl,1Fam,2Story,6,1925,1950,None,0,TA,BrkTil,0,516,672,N,810,672,2,Other,0,NA,Detchd,1,400,0,0,1,2008,Normal,140000
842,8,RM,10440,Lvl,Inside,Gtl,1Fam,2Story,5,1904,2002,None,0,TA,PConc,0,650,650,Y,958,581,2,Gd,1,Po,Detchd,2,686,70,0,1,2008,Normal,157500
843,7,RL,9020,Lvl,Inside,Gtl,1Fam,SLvl,6,1966,1966,BrkFace,183,TA,CBlock,539,276,1127,Y,1165,0,2,TA,0,NA,Attchd,2,490,0,0,1,2008,Normal,174900
844,4,RL,8000,Lvl,Corner,Gtl,Duplex,1Story,5,1961,1961,None,0,TA,CBlock,0,1800,1800,N,1800,0,2,TA,0,NA,NA,0,0,0,0,1,2007,Normal,141000
845,8,RM,12665,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1915,1950,None,0,TA,BrkTil,0,876,876,Y,876,540,2,TA,1,Gd,Detchd,3,720,418,0,1,2008,Normal,153900
846,5,RL,16647,Lvl,CulDSac,Gtl,1Fam,SFoyer,5,1975,1981,None,0,TA,CBlock,0,0,1390,Y,1701,0,2,TA,2,TA,Basment,2,611,0,0,1,2007,Normal,171000
847,5,RL,9317,Lvl,Inside,Gtl,1Fam,2Story,7,1993,1993,BrkFace,137,Gd,PConc,0,227,740,Y,1006,769,3,Gd,1,TA,Attchd,2,425,234,0,1,2009,Normal,213000
848,6,RL,15523,Lvl,CulDSac,Gtl,1Fam,1Story,5,1972,1972,None,0,TA,CBlock,0,404,864,Y,864,0,1,TA,1,Fa,Attchd,1,338,0,0,1,2009,Normal,133500
849,8,RL,45600,Bnk,Inside,Gtl,1Fam,1.5Fin,6,1908,1997,None,0,TA,BrkTil,0,907,907,Y,1307,1051,3,TA,1,Gd,Detchd,2,360,486,1,1,2008,Normal,240000
850,7,RL,9600,Lvl,FR2,Gtl,1Fam,SLvl,6,1976,1994,BrkFace,360,Gd,CBlock,0,528,528,Y,1094,761,3,TA,1,TA,Attchd,2,512,113,0,1,2007,Normal,187000
851,5,RM,4435,Lvl,Inside,Gtl,TwnhsE,1Story,6,2003,2003,BrkFace,170,Gd,PConc,0,189,848,Y,848,0,1,Gd,0,NA,Attchd,2,420,140,0,1,2007,Normal,131500
852,5,RL,3196,Lvl,Inside,Gtl,TwnhsE,1Story,8,2003,2003,BrkFace,40,Gd,PConc,0,1273,1273,Y,1456,0,2,Gd,1,TA,Attchd,2,400,143,0,1,2006,Normal,215000
853,5,RL,7128,Lvl,Inside,Gtl,1Fam,2.5Unf,7,1941,1950,None,0,TA,CBlock,0,554,918,Y,918,728,2,TA,2,Gd,Detchd,1,240,0,1,1,2007,Normal,164000
854,6,RL,12095,Lvl,Corner,Gtl,1Fam,SLvl,6,1964,1964,BrkFace,115,TA,CBlock,0,563,1127,Y,1445,0,2,TA,1,Fa,Attchd,2,645,180,0,1,2009,Normal,158000
855,4,RL,17920,Lvl,Inside,Gtl,1Fam,1Story,5,1955,1974,None,0,TA,CBlock,1085,372,1763,Y,1779,0,2,TA,1,Gd,Attchd,2,454,0,1,1,2006,Other,170000
856,8,RL,6897,Lvl,Corner,Gtl,1Fam,1Story,5,1962,2010,None,0,TA,CBlock,0,381,1040,Y,1040,0,2,TA,0,NA,Detchd,1,260,0,0,1,2010,Normal,127000
857,6,RL,10970,Low,Inside,Mod,1Fam,SLvl,6,1978,1978,None,0,TA,CBlock,435,0,940,Y,1026,0,1,TA,0,NA,Detchd,2,576,0,0,1,2008,Normal,147000
858,5,RL,8125,Lvl,Inside,Gtl,1Fam,2Story,6,1994,1995,None,0,TA,PConc,0,702,702,Y,702,779,3,TA,1,TA,Attchd,2,343,0,0,1,2009,Normal,174000
859,5,RL,10400,Lvl,Inside,Gtl,1Fam,1Story,7,1976,1976,BrkFace,189,TA,CBlock,0,1090,1090,Y,1370,0,2,TA,1,TA,Attchd,2,479,0,0,1,2009,Other,152000
860,7,RL,11029,Lvl,Corner,Gtl,1Fam,2Story,6,1968,1984,BrkFace,220,TA,CBlock,0,435,1054,Y,1512,1142,3,Gd,1,Gd,Attchd,2,619,0,1,1,2006,Normal,250000
861,8,RL,7642,Lvl,Corner,Gtl,1Fam,1.5Fin,7,1918,1998,None,0,Gd,BrkTil,0,912,912,Y,912,514,2,Gd,1,Gd,Detchd,1,216,0,0,1,2007,Normal,189950
862,4,RL,11625,Lvl,Inside,Gtl,2fmCon,1Story,5,1965,1965,None,0,TA,PConc,0,198,1039,Y,1039,0,2,TA,0,NA,Attchd,2,504,0,0,1,2010,Normal,131500
863,5,RL,9672,Lvl,Corner,Gtl,1Fam,1Story,6,1984,1985,None,0,TA,PConc,0,702,1040,Y,1097,0,2,TA,0,NA,Attchd,2,480,0,0,1,2010,Normal,152000
864,5,RL,7931,Lvl,Inside,Gtl,1Fam,1Story,5,1959,1959,None,0,TA,CBlock,0,0,1148,Y,1148,0,1,TA,0,NA,Attchd,1,672,0,0,1,2009,Normal,132500
865,5,FV,8640,Lvl,Inside,Gtl,1Fam,1Story,7,2007,2008,None,0,Gd,PConc,0,1372,1372,Y,1372,0,2,Gd,0,NA,Attchd,2,529,0,0,1,2008,Other,250580
866,6,RL,8750,Lvl,Inside,Gtl,1Fam,1Story,5,1970,1970,BrkFace,76,TA,CBlock,0,174,1002,Y,1002,0,1,TA,0,NA,Detchd,2,902,0,0,1,2009,Normal,148500
867,5,RL,10656,HLS,Inside,Gtl,1Fam,1Story,8,2006,2007,Stone,274,Gd,PConc,0,1638,1638,Y,1646,0,2,Gd,1,Gd,Attchd,3,870,192,0,1,2007,Other,248900
868,5,RL,6970,Lvl,Corner,Gtl,1Fam,1Story,4,1961,1961,None,0,TA,CBlock,0,108,1040,Y,1120,0,2,Other,0,NA,Attchd,2,544,168,0,1,2007,Normal,129000
869,6,RL,14762,Lvl,Corner,Gtl,1Fam,2Story,5,1948,1950,None,0,TA,Slab,0,0,0,Y,1547,720,2,TA,1,TA,Attchd,2,672,120,0,1,2006,Normal,169000
870,5,RL,9938,Lvl,Inside,Gtl,1Fam,2Story,7,1993,1994,BrkFace,246,Gd,PConc,0,300,1050,Y,1062,887,3,Gd,1,TA,Attchd,2,574,156,0,1,2010,Normal,236000
871,5,RL,6600,Lvl,Inside,Gtl,1Fam,1Story,5,1962,1962,None,0,TA,CBlock,0,894,894,N,894,0,1,TA,0,NA,Detchd,1,308,0,0,1,2009,Normal,109500
872,5,RL,8750,Lvl,Inside,Gtl,1Fam,2Story,6,1998,1998,BrkFace,116,TA,PConc,0,299,804,Y,804,878,3,Gd,0,NA,Attchd,2,523,0,0,1,2010,Normal,200500
873,7,RL,8892,Lvl,Corner,Gtl,1Fam,1Story,5,1953,1996,None,0,Gd,Stone,0,105,105,Y,910,0,1,Gd,0,NA,Attchd,2,414,196,0,1,2008,Normal,116000
874,7,RL,12144,Lvl,Inside,Gtl,1Fam,1Story,5,1949,1950,None,0,Gd,CBlock,0,457,832,Y,1036,0,1,TA,1,Gd,Attchd,1,288,0,0,1,2009,Normal,133000
875,6,RM,5720,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1941,1950,None,0,TA,CBlock,0,676,676,Y,676,455,2,TA,0,NA,Detchd,1,200,26,0,1,2009,Other,66500
876,5,FV,9000,Lvl,Inside,Gtl,1Fam,2Story,8,2007,2007,None,0,Gd,PConc,0,1120,1184,Y,1184,1426,3,Other,1,Gd,BuiltIn,2,550,208,0,1,2007,Other,303477
877,5,RL,25286,HLS,Inside,Mod,1Fam,1Story,4,1963,1963,None,0,TA,PConc,0,431,1064,Y,1040,0,1,TA,0,NA,Attchd,2,648,0,0,1,2007,Normal,132250
878,5,RL,8834,Lvl,Inside,Gtl,1Fam,2Story,9,2004,2005,Stone,216,Gd,PConc,0,292,1462,Y,1462,762,3,Other,1,Gd,Attchd,3,738,184,0,1,2009,Normal,350000
